BS;N;R;k;mode;actualMode;n_runs;avgKernelMs_med;avgKernelMs_mean;avgKernelMs_std;gflops_med;gflops_mean;cpuMs_med;sharedBytes_med;pass_rate;ops;outWidth;outHeight;estBandwidth_GBps;arithIntensity_FlopPerByte
16;256;1;1;a;a;7;0.111803;0.11438685714285714;0.01844730950959671;5.193447;5.185822571428572;1.295464;0.0;1.0;580644;254;254;23.082028210334247;0.225
16;256;1;1;b;b;7;0.098091;0.15096242857142858;0.11739398144404897;5.91943;4.933293428571429;1.295464;0.0;1.0;580644;254;254;26.30863178069344;0.225
16;256;1;1;c;c;7;0.10325;0.13657985714285714;0.06709533936230486;5.623693;4.841638714285715;1.295464;1296.0;1.0;580644;254;254;5.712736077481841;0.9844093313440934
16;256;1;1;d;d;7;0.099766;0.12291414285714286;0.04871038014437501;5.820036;5.163693714285714;1.295464;1296.0;1.0;580644;254;254;5.912234629031935;0.9844093313440934
16;256;1;2;a;a;7;0.097928;0.11686857142857143;0.034598417299336784;5.929295;5.257584142857143;1.295464;0.0;1.0;580644;254;254;26.352422187729758;0.225
16;256;1;2;b;b;7;0.098229;0.12850414285714287;0.06360154333669524;5.911138;5.127399;1.295464;0.0;1.0;580644;254;254;26.271671298699978;0.225
16;256;1;2;c;c;7;0.098458;0.11640942857142857;0.03384863137980195;5.897402;5.269381714285714;1.295464;2448.0;1.0;580644;254;254;5.803571065835178;1.016163581888948
16;256;1;2;d;d;7;0.1026;0.11535885714285714;0.024319367559132596;5.659298;5.198597142857143;1.295464;2448.0;1.0;580644;254;254;5.569278752436648;1.016163581888948
16;256;1;8;a;a;7;0.103322;0.11425157142857142;0.024851943927032768;5.619774;5.259598714285715;1.295464;0.0;1.0;580644;254;254;24.9766748611138;0.225
16;256;1;8;b;b;7;0.099523;0.11313799999999999;0.02486496556067056;5.834258;5.313247428571429;1.295464;0.0;1.0;580644;254;254;25.93008651266541;0.225
16;256;1;8;c;c;7;0.09815;0.11317428571428571;0.025704838226258016;5.91586;5.322259571428572;1.295464;9360.0;1.0;580644;254;254;5.68093734080489;1.041356997331344
16;256;1;8;d;d;7;0.098179;0.11272842857142858;0.024910507480827862;5.914125;5.3349265714285705;1.295464;9360.0;1.0;580644;254;254;5.679259312072847;1.041356997331344
16;256;20;1;a;a;7;0.452757;0.45049314285714287;0.008896918482047059;173.224871;174.15564485714285;162.978119;0.0;1.0;78428736;216;216;693.3113524473392;0.2498513674197384
16;256;20;1;b;b;7;0.426221;0.42439442857142856;0.0073899998840131756;184.009641;184.85118428571428;162.978119;0.0;1.0;78428736;216;216;736.4760722723657;0.2498513674197384
16;256;20;1;c;c;7;0.155802;0.18894414285714284;0.05700228757523266;503.388533;442.3824452857143;162.978119;12544.0;1.0;78428736;216;216;16.978267287968063;29.648916094067552
16;256;20;1;d;d;7;0.352768;0.3534238571428571;0.005431554517464617;222.323844;221.95564028571428;162.978119;12544.0;1.0;78428736;216;216;7.498548621190129;29.648916094067552
16;256;20;2;a;a;7;0.541531;0.538461;0.008352651515137822;144.827738;145.68430457142856;162.978119;0.0;1.0;78428736;216;216;579.6557685524929;0.2498513674197384
16;256;20;2;b;b;7;0.536666;0.5335882857142857;0.008777143968176382;146.140797;147.01879842857144;162.978119;0.0;1.0;78428736;216;216;584.9104806341375;0.2498513674197384
16;256;20;2;c;c;7;0.157645;0.15677485714285713;0.002736237527979581;497.502853;500.39914185714287;162.978119;16128.0;1.0;78428736;216;216;11.209794157759521;44.38102998696219
16;256;20;2;d;d;7;0.597384;0.5963595714285714;0.011824621556412718;131.286966;131.557795;162.978119;16128.0;1.0;78428736;216;216;2.958177654573942;44.38102998696219
16;256;20;8;a;a;7;2.359088;2.3516945714285713;0.03972078898955033;33.245363;33.358283428571426;162.978119;0.0;1.0;78428736;216;216;133.0605589956797;0.2498513674197384
16;256;20;8;b;b;7;2.33915;2.3315351428571427;0.03904464567828564;33.528727;33.64657257142857;162.978119;0.0;1.0;78428736;216;216;134.19471517431546;0.2498513674197384
16;256;20;8;c;c;7;0.948632;0.9457067142857143;0.015676189234146237;82.675621;82.95146371428572;162.978119;37632.0;1.0;78428736;216;216;1.3074827751962825;63.23266253869969
16;256;20;8;d;d;7;1.88655;1.8809654285714286;0.03138467717351436;41.572565;41.70624299999999;162.978119;37632.0;1.0;78428736;216;216;0.6574540828496462;63.23266253869969
16;512;1;1;a;a;7;0.103731;0.12807357142857143;0.03800410008081208;22.56698;19.584934857142855;5.357448;0.0;1.0;2340900;510;510;100.29788587789571;0.225
16;512;1;1;b;b;7;0.102093;0.13740614285714287;0.0594421640628619;22.929138;19.097389714285715;5.357448;0.0;1.0;2340900;510;510;101.90708471687579;0.225
16;512;1;1;c;c;7;0.098179;0.11584757142857142;0.02600863508437883;23.843136;20.97292557142857;5.357448;1296.0;1.0;2340900;510;510;24.114158832336855;0.9887628489751231
16;512;1;1;d;d;7;0.098458;0.10958857142857144;0.016577660488914424;23.775717;21.742243714285713;5.357448;1296.0;1.0;2340900;510;510;24.045826646895122;0.9887628489751231
16;512;1;2;a;a;7;0.099942;0.10638114285714285;0.012212187879717696;23.422492;22.234417142857144;5.357448;0.0;1.0;2340900;510;510;104.10037821936723;0.225
16;512;1;2;b;b;7;0.101158;0.14355342857142858;0.10135147128163648;23.140934;20.08557257142857;5.357448;0.0;1.0;2340900;510;510;102.84900848178097;0.225
16;512;1;2;c;c;7;0.418998;0.3156414285714286;0.15763447935847996;5.586895;11.09987657142857;5.357448;2448.0;1.0;2340900;510;510;5.474431858863289;1.0205442902881536
16;512;1;2;d;d;7;0.19676;0.18016671428571426;0.0632164121113979;11.897235;14.858072000000002;5.357448;2448.0;1.0;2340900;510;510;11.657735312055298;1.0205442902881536
16;512;1;8;a;a;7;0.143462;0.13262242857142856;0.033426824297546544;16.317168;18.621229;5.357448;0.0;1.0;2340900;510;510;72.52094631330944;0.225
16;512;1;8;b;b;7;0.126086;0.14322885714285713;0.06573398028018834;18.56584;18.439115714285716;5.357448;0.0;1.0;2340900;510;510;82.51510873530765;0.225
16;512;1;8;c;c;7;0.118118;0.166473;0.11866307269463966;19.818249;17.77447257142857;5.357448;9360.0;1.0;2340900;510;510;18.95121827325217;1.0457542618205211
